merge_id,section,variant,canonical,rule,status,n_variant,n_canonical,detail,decision,reason
taxa: Uferseeschwalbe -> Uferschwalbe,taxa,Uferseeschwalbe,Uferschwalbe,gbif-key,auto,1,218,gbif:2489160 · Riparia riparia,,
taxa: Sandschwalbe -> Uferschwalbe,taxa,Sandschwalbe,Uferschwalbe,gbif-key,auto,1,218,gbif:2489160 · Riparia riparia,,
taxa: Uferschwalben -> Uferschwalbe,taxa,Uferschwalben,Uferschwalbe,gbif-key,auto,1,218,gbif:2489160 · Riparia riparia,,
taxa: Alpenmauerläufer -> Mauerläufer,taxa,Alpenmauerläufer,Mauerläufer,gbif-key,auto,39,103,gbif:2484918 · Tichodroma muraria,,
taxa: Mauerbaumläufer -> Mauerläufer,taxa,Mauerbaumläufer,Mauerläufer,gbif-key,auto,1,103,gbif:2484918 · Tichodroma muraria,,
taxa: Wacholder-Drossel -> Wacholderdrossel,taxa,Wacholder-Drossel,Wacholderdrossel,gbif-key,auto,1,432,gbif:2490737 · Turdus pilaris,,
taxa: Krammetsvogel -> Wacholderdrossel,taxa,Krammetsvogel,Wacholderdrossel,gbif-key,auto,2,432,gbif:2490737 · Turdus pilaris,,
taxa: Zitis -> Zaunammer,taxa,Zitis,Zaunammer,gbif-key,auto,1,26,gbif:7626513 · Emberiza cirlus,,
taxa: Trümmerfalke -> Turmfalke,taxa,Trümmerfalke,Turmfalke,gbif-key,auto,1,542,gbif:9616058 · Falco tinnunculus,,
taxa: Turmfalk -> Turmfalke,taxa,Turmfalk,Turmfalke,gbif-key,auto,1,542,gbif:9616058 · Falco tinnunculus,,
taxa: Spechtmeise -> Kleiber,taxa,Spechtmeise,Kleiber,gbif-key,auto,3,434,gbif:2484916 · Sitta europaea,,
taxa: Schwarzer Milan -> Schwarzmilan,taxa,Schwarzer Milan,Schwarzmilan,gbif-key,auto,36,197,gbif:5229167 · Milvus migrans,,
taxa: Schwarz-Milan -> Schwarzmilan,taxa,Schwarz-Milan,Schwarzmilan,gbif-key,auto,1,197,gbif:5229167 · Milvus migrans,,
taxa: Brauner Milan -> Schwarzmilan,taxa,Brauner Milan,Schwarzmilan,gbif-key,auto,1,197,gbif:5229167 · Milvus migrans,,
taxa: Ringgeltaube -> Ringeltaube,taxa,Ringgeltaube,Ringeltaube,gbif-key,auto,1,545,gbif:2495455 · Columba palumbus,,
taxa: Ringtaube -> Ringeltaube,taxa,Ringtaube,Ringeltaube,gbif-key,auto,1,545,gbif:2495455 · Columba palumbus,,
taxa: Taubenbraten -> Ringeltaube,taxa,Taubenbraten,Ringeltaube,gbif-key,auto,1,545,gbif:2495455 · Columba palumbus,,
taxa: Feldholzringeltaube -> Ringeltaube,taxa,Feldholzringeltaube,Ringeltaube,gbif-key,auto,1,545,gbif:2495455 · Columba palumbus,,
taxa: Martersegler -> Mauersegler,taxa,Martersegler,Mauersegler,gbif-key,auto,1,837,gbif:5228676 · Apus apus,,
taxa: Gabelweihensegler -> Mauersegler,taxa,Gabelweihensegler,Mauersegler,gbif-key,auto,1,837,gbif:5228676 · Apus apus,,
taxa: Halsbandfliegenschnäpper -> Halsbandschnäpper,taxa,Halsbandfliegenschnäpper,Halsbandschnäpper,gbif-key,auto,59,116,gbif:2492601 · Ficedula albicollis,,
taxa: Halsbandfliegenfänger -> Halsbandschnäpper,taxa,Halsbandfliegenfänger,Halsbandschnäpper,gbif-key,auto,1,116,gbif:2492601 · Ficedula albicollis,,
taxa: Halsbandfliegerschnäpper -> Halsbandschnäpper,taxa,Halsbandfliegerschnäpper,Halsbandschnäpper,gbif-key,auto,1,116,gbif:2492601 · Ficedula albicollis,,
taxa: Glanzkopf-Sumpfmeise -> Sumpfmeise,taxa,Glanzkopf-Sumpfmeise,Sumpfmeise,gbif-key,auto,2,236,gbif:2487843 · Poecile palustris,,
taxa: Glanzkopfsumpfmeise -> Sumpfmeise,taxa,Glanzkopfsumpfmeise,Sumpfmeise,gbif-key,auto,1,236,gbif:2487843 · Poecile palustris,,
taxa: Glanzkopfmeise -> Sumpfmeise,taxa,Glanzkopfmeise,Sumpfmeise,gbif-key,auto,2,236,gbif:2487843 · Poecile palustris,,
taxa: Heidenmeise -> Sumpfmeise,taxa,Heidenmeise,Sumpfmeise,gbif-key,auto,3,236,gbif:2487843 · Poecile palustris,,
taxa: Nonnenmeise -> Sumpfmeise,taxa,Nonnenmeise,Sumpfmeise,gbif-key,auto,24,236,gbif:2487843 · Poecile palustris,,
taxa: Wannenmeise -> Sumpfmeise,taxa,Wannenmeise,Sumpfmeise,gbif-key,auto,2,236,gbif:2487843 · Poecile palustris,,
taxa: Wannmeise -> Sumpfmeise,taxa,Wannmeise,Sumpfmeise,gbif-key,auto,1,236,gbif:2487843 · Poecile palustris,,
taxa: Graumeise -> Sumpfmeise,taxa,Graumeise,Sumpfmeise,gbif-key,auto,2,236,gbif:2487843 · Poecile palustris,,
taxa: Mittelmeise -> Sumpfmeise,taxa,Mittelmeise,Sumpfmeise,gbif-key,auto,1,236,gbif:2487843 · Poecile palustris,,
taxa: Graufliegenschnäpper -> Grauer Fliegenschnäpper,taxa,Graufliegenschnäpper,Grauer Fliegenschnäpper,gbif-key,auto,2,76,gbif:2492576 · Muscicapa striata,,
taxa: Grauschnäpper -> Grauer Fliegenschnäpper,taxa,Grauschnäpper,Grauer Fliegenschnäpper,gbif-key,auto,49,76,gbif:2492576 · Muscicapa striata,,
taxa: Grauer Fliegenschnapper -> Grauer Fliegenschnäpper,taxa,Grauer Fliegenschnapper,Grauer Fliegenschnäpper,gbif-key,auto,1,76,gbif:2492576 · Muscicapa striata,,
taxa: Graubraunfliegenschnäpper -> Grauer Fliegenschnäpper,taxa,Graubraunfliegenschnäpper,Grauer Fliegenschnäpper,gbif-key,auto,1,76,gbif:2492576 · Muscicapa striata,,
taxa: Grausänger -> Grauer Fliegenschnäpper,taxa,Grausänger,Grauer Fliegenschnäpper,gbif-key,auto,1,76,gbif:2492576 · Muscicapa striata,,
taxa: Bergzilpzalp -> Berglaubvogel,taxa,Bergzilpzalp,Berglaubvogel,gbif-key,auto,1,63,gbif:2493070 · Phylloscopus bonelli,,
taxa: Zwerglaubsänger -> Berglaubvogel,taxa,Zwerglaubsänger,Berglaubvogel,gbif-key,auto,1,63,gbif:2493070 · Phylloscopus bonelli,,
taxa: Waldlaubvogel -> Waldlaubsänger,taxa,Waldlaubvogel,Waldlaubsänger,gbif-key,auto,140,296,gbif:8128385 · Phylloscopus sibilatrix,,
taxa: Wiesenlaubsänger -> Waldlaubsänger,taxa,Wiesenlaubsänger,Waldlaubsänger,gbif-key,auto,5,296,gbif:8128385 · Phylloscopus sibilatrix,,
taxa: Sängerlaubvogel -> Waldlaubsänger,taxa,Sängerlaubvogel,Waldlaubsänger,gbif-key,auto,1,296,gbif:8128385 · Phylloscopus sibilatrix,,
taxa: Weinlaubvogel -> Waldlaubsänger,taxa,Weinlaubvogel,Waldlaubsänger,gbif-key,auto,2,296,gbif:8128385 · Phylloscopus sibilatrix,,
taxa: Zaunlaubsänger -> Waldlaubsänger,taxa,Zaunlaubsänger,Waldlaubsänger,gbif-key,auto,1,296,gbif:8128385 · Phylloscopus sibilatrix,,
taxa: Hauszaunkönig -> Zaunkönig,taxa,Hauszaunkönig,Zaunkönig,gbif-key,auto,1,778,gbif:5231438 · Troglodytes troglodytes,,
taxa: Winterzaunkönig -> Zaunkönig,taxa,Winterzaunkönig,Zaunkönig,gbif-key,auto,2,778,gbif:5231438 · Troglodytes troglodytes,,
taxa: Gartenzaunkönig -> Zaunkönig,taxa,Gartenzaunkönig,Zaunkönig,gbif-key,auto,1,778,gbif:5231438 · Troglodytes troglodytes,,
taxa: Hauszaunkönigvogel -> Zaunkönig,taxa,Hauszaunkönigvogel,Zaunkönig,gbif-key,auto,1,778,gbif:5231438 · Troglodytes troglodytes,,
taxa: Gebirgsbachstelze -> Bergstelze,taxa,Gebirgsbachstelze,Bergstelze,gbif-key,auto,113,188,gbif:2490310 · Motacilla cinerea,,
taxa: Gebirgsstelze -> Bergstelze,taxa,Gebirgsstelze,Bergstelze,gbif-key,auto,109,188,gbif:2490310 · Motacilla cinerea,,
taxa: Wasser-Bachstelze -> Bergstelze,taxa,Wasser-Bachstelze,Bergstelze,gbif-key,auto,1,188,gbif:2490310 · Motacilla cinerea,,
taxa: Gebirgsbachstelzen -> Bergstelze,taxa,Gebirgsbachstelzen,Bergstelze,gbif-key,auto,1,188,gbif:2490310 · Motacilla cinerea,,
taxa: graue Bachstelze -> Bergstelze,taxa,graue Bachstelze,Bergstelze,gbif-key,auto,1,188,gbif:2490310 · Motacilla cinerea,,
taxa: Wasserstelze -> Bergstelze,taxa,Wasserstelze,Bergstelze,gbif-key,auto,1,188,gbif:2490310 · Motacilla cinerea,,
taxa: Gebirgstelze -> Bergstelze,taxa,Gebirgstelze,Bergstelze,gbif-key,auto,32,188,gbif:2490310 · Motacilla cinerea,,
taxa: Gartenlaubsänger -> Gartengrasmücke,taxa,Gartenlaubsänger,Gartengrasmücke,gbif-key,auto,5,592,gbif:2492942 · Sylvia borin,,
taxa: Baumgrasmücke -> Gartengrasmücke,taxa,Baumgrasmücke,Gartengrasmücke,gbif-key,auto,12,592,gbif:2492942 · Sylvia borin,,
taxa: Gartengrasmeise -> Gartengrasmücke,taxa,Gartengrasmeise,Gartengrasmücke,gbif-key,auto,1,592,gbif:2492942 · Sylvia borin,,
taxa: Gartensänger -> Gartengrasmücke,taxa,Gartensänger,Gartengrasmücke,gbif-key,auto,1,592,gbif:2492942 · Sylvia borin,,
taxa: Adlerfink -> Buchfink,taxa,Adlerfink,Buchfink,gbif-key,auto,1,1142,gbif:2494422 · Fringilla coelebs,,
taxa: Rotammer -> Goldammer,taxa,Rotammer,Goldammer,gbif-key,auto,4,802,gbif:2491534 · Emberiza citrinella,,
taxa: Gelbammer -> Goldammer,taxa,Gelbammer,Goldammer,gbif-key,auto,8,802,gbif:2491534 · Emberiza citrinella,,
taxa: Singlerche -> Feldlerche,taxa,Singlerche,Feldlerche,gbif-key,auto,1,637,gbif:8077224 · Alauda arvensis,,
taxa: Eierfeld -> Feldlerche,taxa,Eierfeld,Feldlerche,gbif-key,auto,1,637,gbif:8077224 · Alauda arvensis,,
taxa: Hausamsel -> Amsel,taxa,Hausamsel,Amsel,gbif-key,auto,5,1264,gbif:2490719 · Turdus merula,,
taxa: Schwarzdrossel -> Amsel,taxa,Schwarzdrossel,Amsel,gbif-key,auto,1,1264,gbif:2490719 · Turdus merula,,
taxa: Schwarzamsel -> Amsel,taxa,Schwarzamsel,Amsel,gbif-key,auto,2,1264,gbif:2490719 · Turdus merula,,
taxa: Wildente -> Stockente,taxa,Wildente,Stockente,gbif-key,auto,349,525,gbif:9761484 · Anas platyrhynchos,,
taxa: Grauente -> Stockente,taxa,Grauente,Stockente,gbif-key,auto,3,525,gbif:9761484 · Anas platyrhynchos,,
taxa: Weiße Bachstelze -> Bachstelze,taxa,Weiße Bachstelze,Bachstelze,gbif-key,auto,94,851,gbif:9687165 · Motacilla alba,,
taxa: Wasserbachstelze -> Bachstelze,taxa,Wasserbachstelze,Bachstelze,gbif-key,auto,3,851,gbif:9687165 · Motacilla alba,,
taxa: Stadtwärter -> Bachstelze,taxa,Stadtwärter,Bachstelze,gbif-key,auto,1,851,gbif:9687165 · Motacilla alba,,
taxa: Bachstelzen -> Bachstelze,taxa,Bachstelzen,Bachstelze,gbif-key,auto,2,851,gbif:9687165 · Motacilla alba,,
taxa: Sandstelze -> Bachstelze,taxa,Sandstelze,Bachstelze,gbif-key,auto,1,851,gbif:9687165 · Motacilla alba,,
taxa: Aaskrähe -> Rabenkrähe,taxa,Aaskrähe,Rabenkrähe,gbif-key,auto,1,803,gbif:9409796 · Corvus corone,,
taxa: Saukrähe -> Rabenkrähe,taxa,Saukrähe,Rabenkrähe,gbif-key,auto,1,803,gbif:9409796 · Corvus corone,,
taxa: Heiligdrossel -> Singdrossel,taxa,Heiligdrossel,Singdrossel,gbif-key,auto,1,723,gbif:7901064 · Turdus philomelos,,
taxa: Grünling -> Grünfink,taxa,Grünling,Grünfink,gbif-key,auto,181,508,gbif:5845582 · Chloris chloris,,
taxa: Grüngimpel -> Grünfink,taxa,Grüngimpel,Grünfink,gbif-key,auto,1,508,gbif:5845582 · Chloris chloris,,
taxa: Grünitz -> Grünfink,taxa,Grünitz,Grünfink,gbif-key,auto,3,508,gbif:5845582 · Chloris chloris,,
taxa: Distelfink -> Stieglitz,taxa,Distelfink,Stieglitz,gbif-key,auto,345,388,gbif:2494686 · Carduelis carduelis,,
taxa: Stieglitzer -> Stieglitz,taxa,Stieglitzer,Stieglitz,gbif-key,auto,1,388,gbif:2494686 · Carduelis carduelis,,
taxa: Steglitz -> Stieglitz,taxa,Steglitz,Stieglitz,gbif-key,auto,1,388,gbif:2494686 · Carduelis carduelis,,
taxa: Mistelfink -> Stieglitz,taxa,Mistelfink,Stieglitz,gbif-key,auto,1,388,gbif:2494686 · Carduelis carduelis,,
taxa: Schwarzmeise -> Tannenmeise,taxa,Schwarzmeise,Tannenmeise,gbif-key,auto,64,438,gbif:2487871 · Periparus ater,,
taxa: Rotmeise -> Tannenmeise,taxa,Rotmeise,Tannenmeise,gbif-key,auto,2,438,gbif:2487871 · Periparus ater,,
taxa: Schwarze Meise -> Tannenmeise,taxa,Schwarze Meise,Tannenmeise,gbif-key,auto,1,438,gbif:2487871 · Periparus ater,,
taxa: Tannmeise -> Tannenmeise,taxa,Tannmeise,Tannenmeise,gbif-key,auto,1,438,gbif:2487871 · Periparus ater,,
taxa: Bluthänfling -> Hänfling,taxa,Bluthänfling,Hänfling,gbif-key,auto,132,139,gbif:8104397 · Linaria cannabina,,
taxa: Bläßhänfling -> Hänfling,taxa,Bläßhänfling,Hänfling,gbif-key,auto,1,139,gbif:8104397 · Linaria cannabina,,
taxa: Hausrotschwänzchen -> Hausrotschwanz,taxa,Hausrotschwänzchen,Hausrotschwanz,gbif-key,auto,41,1004,gbif:5739315 · Phoenicurus ochruros,,
taxa: Hausrötel -> Hausrotschwanz,taxa,Hausrötel,Hausrotschwanz,gbif-key,auto,1,1004,gbif:5739315 · Phoenicurus ochruros,,
taxa: Hausrötelschwanz -> Hausrotschwanz,taxa,Hausrötelschwanz,Hausrotschwanz,gbif-key,auto,1,1004,gbif:5739315 · Phoenicurus ochruros,,
taxa: Hausrotenschwanz -> Hausrotschwanz,taxa,Hausrotenschwanz,Hausrotschwanz,gbif-key,auto,1,1004,gbif:5739315 · Phoenicurus ochruros,,
taxa: Steinrotschwanz -> Hausrotschwanz,taxa,Steinrotschwanz,Hausrotschwanz,gbif-key,auto,1,1004,gbif:5739315 · Phoenicurus ochruros,,
taxa: Kaminrotschwanz -> Hausrotschwanz,taxa,Kaminrotschwanz,Hausrotschwanz,gbif-key,auto,1,1004,gbif:5739315 · Phoenicurus ochruros,,
taxa: Zaunrötel -> Hausrotschwanz,taxa,Zaunrötel,Hausrotschwanz,gbif-key,auto,1,1004,gbif:5739315 · Phoenicurus ochruros,,
taxa: Waldrotschwänzchen -> Gartenrotschwanz,taxa,Waldrotschwänzchen,Gartenrotschwanz,gbif-key,auto,3,609,gbif:5739317 · Phoenicurus phoenicurus,,
taxa: Waldrotschwanz -> Gartenrotschwanz,taxa,Waldrotschwanz,Gartenrotschwanz,gbif-key,auto,1,609,gbif:5739317 · Phoenicurus phoenicurus,,
taxa: Gartenrötel -> Gartenrotschwanz,taxa,Gartenrötel,Gartenrotschwanz,gbif-key,auto,2,609,gbif:5739317 · Phoenicurus phoenicurus,,
taxa: Gartenrotschwänzchen -> Gartenrotschwanz,taxa,Gartenrotschwänzchen,Gartenrotschwanz,gbif-key,auto,8,609,gbif:5739317 · Phoenicurus phoenicurus,,
taxa: Zaunrotschwanz -> Gartenrotschwanz,taxa,Zaunrotschwanz,Gartenrotschwanz,gbif-key,auto,1,609,gbif:5739317 · Phoenicurus phoenicurus,,
taxa: Starstichling -> Star,taxa,Starstichling,Star,gbif-key,auto,1,1666,gbif:9809229 · Sturnus vulgaris,,
taxa: Rotrückiger Würger -> Rotrückenwürger,taxa,Rotrückiger Würger,Rotrückenwürger,gbif-key,auto,17,109,gbif:7745240 · Lanius collurio,,
taxa: Neuntöter -> Rotrückenwürger,taxa,Neuntöter,Rotrückenwürger,gbif-key,auto,71,109,gbif:7745240 · Lanius collurio,,
taxa: rotbrüstiger Würger -> Rotrückenwürger,taxa,rotbrüstiger Würger,Rotrückenwürger,gbif-key,auto,3,109,gbif:7745240 · Lanius collurio,,
taxa: rotruckiger Würger -> Rotrückenwürger,taxa,rotruckiger Würger,Rotrückenwürger,gbif-key,auto,1,109,gbif:7745240 · Lanius collurio,,
taxa: Rotmückiger Würger -> Rotrückenwürger,taxa,Rotmückiger Würger,Rotrückenwürger,gbif-key,auto,1,109,gbif:7745240 · Lanius collurio,,
taxa: Rotrücken-Würger -> Rotrückenwürger,taxa,Rotrücken-Würger,Rotrückenwürger,gbif-key,auto,11,109,gbif:7745240 · Lanius collurio,,
taxa: Neuntöterwürger -> Rotrückenwürger,taxa,Neuntöterwürger,Rotrückenwürger,gbif-key,auto,1,109,gbif:7745240 · Lanius collurio,,
taxa: Braunkehliger Wiesenschmätzer -> Braunkehlchen,taxa,Braunkehliger Wiesenschmätzer,Braunkehlchen,gbif-key,auto,6,155,gbif:2492521 · Saxicola rubetra,,
taxa: Wiesenschmätzer -> Braunkehlchen,taxa,Wiesenschmätzer,Braunkehlchen,gbif-key,auto,7,155,gbif:2492521 · Saxicola rubetra,,
taxa: Braunkehliger Wiesenpieper -> Braunkehlchen,taxa,Braunkehliger Wiesenpieper,Braunkehlchen,gbif-key,auto,3,155,gbif:2492521 · Saxicola rubetra,,
taxa: Rotkehl -> Rotkehlchen,taxa,Rotkehl,Rotkehlchen,gbif-key,auto,1,886,gbif:2492462 · Erithacus rubecula,,
taxa: Flußuferläufer -> Flussuferläufer,taxa,Flußuferläufer,Flussuferläufer,gbif-key,auto,141,225,gbif:2481800 · Actitis hypoleucos,,
taxa: Uferläufer -> Flussuferläufer,taxa,Uferläufer,Flussuferläufer,gbif-key,auto,17,225,gbif:2481800 · Actitis hypoleucos,,
taxa: Fluß-Uferläufer -> Flussuferläufer,taxa,Fluß-Uferläufer,Flussuferläufer,gbif-key,auto,1,225,gbif:2481800 · Actitis hypoleucos,,
taxa: Wiesenralle -> Wachtelkönig,taxa,Wiesenralle,Wachtelkönig,gbif-key,auto,2,180,gbif:4408498 · Crex crex,,
taxa: Wiesenknarrer -> Wachtelkönig,taxa,Wiesenknarrer,Wachtelkönig,gbif-key,auto,2,180,gbif:4408498 · Crex crex,,
taxa: Heidepieper -> Brachpieper,taxa,Heidepieper,Brachpieper,gbif-key,auto,1,34,gbif:2490274 · Anthus campestris,,
taxa: Dompfaff -> Gimpel,taxa,Dompfaff,Gimpel,gbif-key,auto,6,878,gbif:2494543 · Pyrrhula pyrrhula,,
taxa: Kameradeneingang -> Gimpel,taxa,Kameradeneingang,Gimpel,gbif-key,auto,1,878,gbif:2494543 · Pyrrhula pyrrhula,,
taxa: Zimpel -> Gimpel,taxa,Zimpel,Gimpel,gbif-key,auto,1,878,gbif:2494543 · Pyrrhula pyrrhula,,
taxa: Tirol -> Gimpel,taxa,Tirol,Gimpel,gbif-key,auto,2,878,gbif:2494543 · Pyrrhula pyrrhula,,
taxa: Gimpelchen -> Gimpel,taxa,Gimpelchen,Gimpel,gbif-key,auto,1,878,gbif:2494543 · Pyrrhula pyrrhula,,
taxa: Blutgimpel -> Gimpel,taxa,Blutgimpel,Gimpel,gbif-key,auto,1,878,gbif:2494543 · Pyrrhula pyrrhula,,
taxa: Häher -> Eichelhäher,taxa,Häher,Eichelhäher,gbif-key,auto,2,438,gbif:5229493 · Garrulus glandarius,,
taxa: Brülluhr -> Eichelhäher,taxa,Brülluhr,Eichelhäher,gbif-key,auto,1,438,gbif:5229493 · Garrulus glandarius,,
taxa: Gartenbauernläufer -> Gartenbaumläufer,taxa,Gartenbauernläufer,Gartenbaumläufer,gbif-key,auto,1,611,gbif:7806848 · Certhia brachydactyla,,
taxa: Gartenläufer -> Gartenbaumläufer,taxa,Gartenläufer,Gartenbaumläufer,gbif-key,auto,6,611,gbif:7806848 · Certhia brachydactyla,,
taxa: Zwergbaumläufer -> Gartenbaumläufer,taxa,Zwergbaumläufer,Gartenbaumläufer,gbif-key,auto,1,611,gbif:7806848 · Certhia brachydactyla,,
taxa: Garten-Baumläufer -> Gartenbaumläufer,taxa,Garten-Baumläufer,Gartenbaumläufer,gbif-key,auto,1,611,gbif:7806848 · Certhia brachydactyla,,
taxa: Hausschwalbe -> Mehlschwalbe,taxa,Hausschwalbe,Mehlschwalbe,gbif-key,auto,3,451,gbif:2489214 · Delichon urbicum,,
taxa: Hausneubau -> Mehlschwalbe,taxa,Hausneubau,Mehlschwalbe,gbif-key,auto,1,451,gbif:2489214 · Delichon urbicum,,
taxa: Hausneubäumchen -> Mehlschwalbe,taxa,Hausneubäumchen,Mehlschwalbe,gbif-key,auto,1,451,gbif:2489214 · Delichon urbicum,,
taxa: Hohlschwalbe -> Mehlschwalbe,taxa,Hohlschwalbe,Mehlschwalbe,gbif-key,auto,1,451,gbif:2489214 · Delichon urbicum,,
taxa: Heidlerche -> Heidelerche,taxa,Heidlerche,Heidelerche,gbif-key,auto,2,357,gbif:2490604 · Lullula arborea,,
taxa: Heidenlerche -> Heidelerche,taxa,Heidenlerche,Heidelerche,gbif-key,auto,6,357,gbif:2490604 · Lullula arborea,,
taxa: Heidelaubvogel -> Heidelerche,taxa,Heidelaubvogel,Heidelerche,gbif-key,auto,1,357,gbif:2490604 · Lullula arborea,,
taxa: Waldlerche -> Heidelerche,taxa,Waldlerche,Heidelerche,gbif-key,auto,7,357,gbif:2490604 · Lullula arborea,,
taxa: Heidenlautvogel -> Heidelerche,taxa,Heidenlautvogel,Heidelerche,gbif-key,auto,1,357,gbif:2490604 · Lullula arborea,,
taxa: Flügellerchen -> Heidelerche,taxa,Flügellerchen,Heidelerche,gbif-key,auto,1,357,gbif:2490604 · Lullula arborea,,
